Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
1149.86,Bill Payment,23.0,Tablet,San Francisco,4,105,6,Net Banking,1
1588.87,Bill Payment,20.0,Unknown Device,Los Angeles,4,96,12,Net Banking,1
3584.14,Bank Transfer,4.0,Desktop,Houston,4,72,11,Credit Card,1
1348.48,POS Payment,13.0,Mobile,Boston,3,9,7,Net Banking,1
3591.31,POS Payment,7.0,Desktop,Chicago,0,42,5,UPI,1
2204.47,Bank Transfer,7.0,Tablet,Boston,2,116,3,Debit Card,1
2086.0,ATM Withdrawal,20.0,Desktop,Seattle,4,79,2,Credit Card,1
1072.7,Bill Payment,3.0,Tablet,Boston,3,117,12,Credit Card,1
1681.05,Bill Payment,21.0,Desktop,Chicago,1,114,4,UPI,1
4865.62,Online Purchase,15.0,Tablet,Chicago,1,118,14,UPI,1
2083.6,Online Purchase,21.0,Tablet,Miami,3,101,5,Net Banking,1
2341.6,ATM Withdrawal,5.0,Mobile,Boston,1,100,2,Credit Card,1
4198.28,Bill Payment,16.0,Mobile,San Francisco,1,66,3,Debit Card,1
4866.36,POS Payment,15.0,Mobile,San Francisco,4,67,9,Credit Card,1
629.38,Bank Transfer,17.0,Unknown Device,New York,1,79,10,Credit Card,1
3413.0,Bank Transfer,4.0,Tablet,Houston,4,75,2,Credit Card,1
1323.62,Bank Transfer,15.0,Mobile,Houston,2,109,10,Credit Card,1
3682.16,Bank Transfer,13.0,Mobile,New York,1,31,6,Debit Card,1
1342.36,Bank Transfer,14.0,Tablet,Los Angeles,2,85,14,UPI,1
49997.8,Bill Payment,20.0,Desktop,Seattle,2,110,5,Net Banking,1
2093.87,POS Payment,2.0,Unknown Device,Boston,2,64,4,Net Banking,1
1432.12,Bill Payment,22.0,Desktop,Los Angeles,2,118,13,UPI,1
3090.88,Bill Payment,19.0,Desktop,Boston,1,8,9,Credit Card,1
49997.8,POS Payment,6.0,Tablet,Houston,3,118,8,Credit Card,1
1352.27,POS Payment,18.0,Desktop,Boston,3,115,10,UPI,1
1319.95,Online Purchase,19.0,Tablet,Chicago,0,82,10,Credit Card,1
2498.4,ATM Withdrawal,8.0,Desktop,Chicago,4,36,4,Net Banking,1
1460.65,Bank Transfer,2.0,Unknown Device,Houston,1,110,3,Credit Card,1
4027.05,Online Purchase,14.0,Mobile,Chicago,1,79,1,Net Banking,1
4887.4,Online Purchase,21.0,Unknown Device,Miami,0,81,10,Credit Card,1
3874.08,POS Payment,17.0,Mobile,Chicago,4,54,14,Credit Card,1
4099.91,Online Purchase,22.0,Tablet,Miami,3,79,6,Credit Card,1
4558.17,POS Payment,1.0,Mobile,Boston,0,92,5,Debit Card,1
2695.1,Bill Payment,16.0,Mobile,Los Angeles,3,70,3,UPI,1
3719.85,ATM Withdrawal,18.0,Mobile,New York,1,80,13,UPI,1
4351.29,Bill Payment,20.0,Tablet,Houston,4,38,12,UPI,1
4172.43,Bank Transfer,16.0,Desktop,Boston,4,47,5,Credit Card,1
1177.21,POS Payment,22.0,Tablet,New York,4,18,8,Credit Card,1
1627.12,Bank Transfer,14.0,Desktop,Chicago,3,10,5,Debit Card,1
641.72,Bank Transfer,5.0,Tablet,Miami,1,77,2,Net Banking,1
610.12,ATM Withdrawal,3.0,Desktop,Chicago,4,39,2,Credit Card,1
487.62,Online Purchase,13.0,Desktop,Houston,3,86,14,Credit Card,1
3380.33,Bank Transfer,11.0,Mobile,New York,2,41,4,Credit Card,1
4070.83,Bill Payment,15.0,Mobile,Houston,1,62,12,Credit Card,1
451.79,Bill Payment,15.0,Mobile,New York,3,51,3,Debit Card,1
2839.06,Bill Payment,17.0,Mobile,Houston,4,79,4,Credit Card,1
4432.61,Online Purchase,2.0,Desktop,Boston,3,91,7,Net Banking,1
3804.84,Bill Payment,11.0,Mobile,Miami,3,51,1,UPI,1
611.3,ATM Withdrawal,15.0,Tablet,Chicago,0,63,8,Debit Card,1
82.11,Bill Payment,23.0,Tablet,Houston,3,81,6,Credit Card,1
2709.33,ATM Withdrawal,22.0,Mobile,Houston,4,102,7,Net Banking,1
901.29,Bank Transfer,16.0,Mobile,San Francisco,4,57,1,Net Banking,1
2808.68,POS Payment,23.0,Desktop,Los Angeles,3,61,14,Debit Card,1
49997.8,POS Payment,8.0,Desktop,Los Angeles,3,94,2,Credit Card,1
110.06,ATM Withdrawal,18.0,Tablet,Boston,1,17,10,UPI,1
4924.22,Bill Payment,21.0,Desktop,Miami,1,83,1,Net Banking,1
21.4,Bank Transfer,16.0,Mobile,Chicago,1,101,6,Net Banking,1
4171.21,Bank Transfer,11.0,Desktop,Houston,2,91,3,Debit Card,1
1068.99,ATM Withdrawal,12.0,Desktop,San Francisco,2,114,7,UPI,1
4917.56,Bill Payment,17.0,Tablet,New York,2,68,5,UPI,1
1324.76,Online Purchase,16.0,Tablet,Miami,2,63,5,UPI,1
4303.96,ATM Withdrawal,22.0,Tablet,Boston,1,49,1,Net Banking,1
855.51,Bank Transfer,14.0,Mobile,Boston,3,109,4,Credit Card,1
4302.24,Bank Transfer,0.0,Unknown Device,Boston,1,45,8,Credit Card,1
4459.15,Bill Payment,12.0,Tablet,New York,1,97,6,Debit Card,1
3154.64,Bank Transfer,7.0,Mobile,Boston,1,75,4,Debit Card,1
4212.06,POS Payment,21.0,Mobile,Los Angeles,0,64,3,Credit Card,1
2761.05,Bill Payment,20.0,Desktop,Chicago,2,69,3,UPI,1
2270.21,Bank Transfer,15.0,Tablet,Chicago,2,52,7,Debit Card,1
84.37,POS Payment,10.0,Tablet,Houston,0,56,5,UPI,1
623.0,ATM Withdrawal,20.0,Desktop,Houston,3,27,7,Debit Card,1
1845.8,POS Payment,17.0,Tablet,Houston,4,5,8,Debit Card,1
49997.8,Bank Transfer,3.0,Desktop,Chicago,0,62,6,Credit Card,1
4123.66,Bank Transfer,23.0,Tablet,San Francisco,3,90,8,Credit Card,1
4465.13,Online Purchase,16.0,Desktop,Chicago,1,11,2,UPI,1
4121.85,Bill Payment,17.0,Desktop,Miami,1,46,3,UPI,1
1840.97,Bank Transfer,7.0,Tablet,Miami,4,73,3,Debit Card,1
1087.42,ATM Withdrawal,2.0,Tablet,Boston,2,36,4,Net Banking,1
1215.1,Bill Payment,13.0,Tablet,Miami,0,101,8,Debit Card,1
384.53,Bank Transfer,14.0,Mobile,Chicago,4,40,12,Net Banking,1
3281.64,Online Purchase,20.0,Mobile,Los Angeles,1,94,6,Net Banking,1
1344.47,ATM Withdrawal,4.0,Desktop,Houston,2,40,3,Debit Card,1
3213.95,ATM Withdrawal,0.0,Desktop,Chicago,3,82,6,UPI,1
597.92,Bank Transfer,13.0,Tablet,Houston,1,23,11,Credit Card,1
1483.08,Bank Transfer,18.0,Mobile,Boston,3,116,5,UPI,1
4175.54,Online Purchase,8.0,Mobile,Chicago,3,5,1,Credit Card,1
3077.1,Online Purchase,16.0,Desktop,Boston,0,92,1,Credit Card,1
2106.52,ATM Withdrawal,18.0,Mobile,San Francisco,3,43,2,Net Banking,1
4727.09,Bank Transfer,15.0,Desktop,Boston,1,76,10,Credit Card,1
1089.11,Online Purchase,20.0,Tablet,Miami,1,18,9,Debit Card,1
2341.01,ATM Withdrawal,23.0,Desktop,Los Angeles,2,84,4,Debit Card,1
3194.48,ATM Withdrawal,10.0,Mobile,Chicago,3,77,1,UPI,1
3755.54,Bank Transfer,21.0,Tablet,Los Angeles,3,1,8,Net Banking,1
2133.26,POS Payment,6.0,Tablet,Chicago,1,65,10,Net Banking,1
3439.24,ATM Withdrawal,9.0,Mobile,Boston,1,58,8,Debit Card,1
607.33,Online Purchase,8.0,Desktop,Los Angeles,4,94,2,Credit Card,1
1610.41,Bank Transfer,7.0,Desktop,Miami,0,47,1,UPI,1
4895.49,POS Payment,2.0,Tablet,Miami,2,112,1,Net Banking,1
827.29,POS Payment,19.0,Tablet,New York,1,99,14,Credit Card,1
640.84,Bill Payment,7.0,Desktop,Houston,3,99,10,UPI,1
4015.23,ATM Withdrawal,19.0,Desktop,Houston,0,20,12,Debit Card,1
1748.42,Bank Transfer,1.0,Mobile,Chicago,0,76,10,UPI,1
4971.75,ATM Withdrawal,3.0,Mobile,Boston,4,32,11,Debit Card,1
1482.63,ATM Withdrawal,16.0,Desktop,Miami,4,109,10,Credit Card,1
2006.86,ATM Withdrawal,23.0,Mobile,Chicago,1,59,9,Net Banking,1
4400.38,Bank Transfer,3.0,Desktop,Houston,3,90,6,UPI,1
871.73,Bank Transfer,16.0,Tablet,Chicago,1,30,11,Credit Card,1
2811.55,Bill Payment,10.0,Tablet,Boston,3,50,7,Credit Card,1
4607.74,POS Payment,15.0,Mobile,New York,0,115,8,Net Banking,1
4374.39,ATM Withdrawal,17.0,Desktop,New York,1,107,1,Net Banking,1
248.01,POS Payment,19.0,Desktop,San Francisco,2,72,7,UPI,1
1515.39,POS Payment,11.0,Desktop,Boston,3,102,6,UPI,1
3945.23,Bill Payment,7.0,Desktop,Los Angeles,4,80,2,Net Banking,1
3612.28,Online Purchase,18.0,Desktop,Chicago,1,115,12,UPI,1
1406.14,Bill Payment,17.0,Desktop,Houston,3,8,4,UPI,1
1240.63,Bill Payment,16.0,Tablet,Miami,3,45,7,Net Banking,1
2407.36,POS Payment,7.0,Tablet,Miami,1,119,11,Credit Card,1
642.85,ATM Withdrawal,21.0,Mobile,New York,4,95,14,UPI,1
1777.34,POS Payment,2.0,Mobile,Boston,1,110,6,Net Banking,1
1062.55,POS Payment,15.0,Desktop,Chicago,2,45,3,Net Banking,1
4596.82,Bill Payment,14.0,Desktop,New York,3,1,2,Credit Card,1
4088.02,POS Payment,23.0,Tablet,Houston,4,57,6,Credit Card,1
1330.86,Bill Payment,16.0,Tablet,Houston,1,79,8,Debit Card,1
4134.77,Online Purchase,14.0,Tablet,Chicago,2,29,11,Net Banking,1
3595.1,POS Payment,8.0,Mobile,Chicago,2,115,11,UPI,1
1333.72,Bank Transfer,8.0,Tablet,Los Angeles,3,112,7,UPI,1
4852.47,POS Payment,0.0,Desktop,Houston,1,71,4,Debit Card,1
4439.21,ATM Withdrawal,10.0,Desktop,Boston,2,82,6,Invalid Method,1
3867.14,Bank Transfer,13.0,Tablet,New York,1,118,1,Credit Card,1
4077.9,Bank Transfer,0.0,Desktop,Boston,3,78,5,UPI,1
2347.24,Online Purchase,17.0,Mobile,Chicago,4,93,5,Credit Card,1
4661.17,Bill Payment,17.0,Mobile,Seattle,2,83,6,Credit Card,1
3464.47,ATM Withdrawal,15.0,Tablet,New York,1,60,6,Credit Card,1
1055.15,Online Purchase,21.0,Tablet,San Francisco,2,20,1,Debit Card,1
4853.72,Bill Payment,4.0,Tablet,Chicago,4,31,1,Debit Card,1
780.56,Online Purchase,19.0,Desktop,Miami,4,105,8,UPI,1
534.18,Online Purchase,23.0,Unknown Device,Houston,2,71,5,Net Banking,1
2469.15,Bank Transfer,2.0,Desktop,Los Angeles,2,93,8,Net Banking,1
2577.83,POS Payment,7.0,Tablet,Boston,0,19,2,Credit Card,1
3391.66,Bill Payment,12.0,Mobile,Boston,2,20,3,Net Banking,1
4147.56,Bill Payment,10.0,Tablet,Los Angeles,2,100,10,UPI,1
216.58,ATM Withdrawal,17.0,Desktop,Houston,1,5,1,Net Banking,1
152.56,Online Purchase,16.0,Tablet,Miami,0,47,8,Debit Card,1
4566.29,Bank Transfer,19.0,Tablet,New York,1,70,3,Net Banking,1
2087.75,POS Payment,22.0,Mobile,Houston,1,10,8,Invalid Method,1
1197.64,Bank Transfer,19.0,Tablet,Los Angeles,2,78,9,Net Banking,1
2924.13,POS Payment,8.0,Tablet,Houston,3,13,6,Debit Card,1
3203.42,Online Purchase,19.0,Desktop,Houston,1,44,4,UPI,1
4032.47,ATM Withdrawal,6.0,Desktop,San Francisco,1,119,5,Debit Card,1
322.86,POS Payment,23.0,Mobile,Los Angeles,3,80,3,UPI,1
4303.84,Bank Transfer,16.0,Mobile,Boston,1,30,2,Net Banking,1
1610.01,ATM Withdrawal,19.0,Tablet,San Francisco,0,54,4,Credit Card,1
4090.12,ATM Withdrawal,23.0,Tablet,Boston,3,119,3,Debit Card,1
3006.3,Bill Payment,20.0,Mobile,San Francisco,0,12,4,Credit Card,1
965.22,ATM Withdrawal,21.0,Tablet,Chicago,0,60,3,Debit Card,1
4432.38,Online Purchase,22.0,Mobile,Boston,1,73,7,Net Banking,1
3404.78,Online Purchase,18.0,Mobile,Houston,2,94,11,Net Banking,1
2677.38,POS Payment,7.0,Desktop,San Francisco,0,110,5,Credit Card,1
1067.68,Bill Payment,23.0,Mobile,Los Angeles,2,118,2,Debit Card,1
2266.09,POS Payment,22.0,Desktop,Los Angeles,3,77,8,Invalid Method,1
2600.51,ATM Withdrawal,8.0,Desktop,Chicago,0,94,5,Debit Card,1
3144.19,POS Payment,19.0,Mobile,Los Angeles,3,76,1,Credit Card,1
1761.25,Online Purchase,1.0,Desktop,Chicago,2,72,8,UPI,1
1977.52,ATM Withdrawal,9.0,Desktop,San Francisco,2,110,6,Debit Card,1
887.29,Bill Payment,16.0,Desktop,Houston,1,57,10,Debit Card,1
2579.42,Online Purchase,2.0,Mobile,Boston,0,82,8,Credit Card,1
3615.4,Bank Transfer,14.0,Desktop,New York,2,106,4,Net Banking,1
2352.62,POS Payment,19.0,Tablet,Houston,1,45,6,UPI,1
4434.0,Online Purchase,15.0,Desktop,Houston,2,47,11,Debit Card,1
3136.86,ATM Withdrawal,9.0,Mobile,Chicago,4,115,7,Credit Card,1
1896.66,ATM Withdrawal,15.0,Desktop,Los Angeles,3,41,12,Debit Card,1
256.94,POS Payment,5.0,Desktop,Boston,4,41,10,UPI,1
3225.58,POS Payment,15.0,Mobile,Miami,1,108,1,UPI,1
3630.89,ATM Withdrawal,14.0,Mobile,Miami,1,40,4,Net Banking,1
2512.19,POS Payment,16.0,Mobile,Chicago,1,47,10,UPI,1
4035.51,ATM Withdrawal,10.0,Tablet,Miami,0,110,12,Debit Card,1
2487.85,POS Payment,17.0,Tablet,Houston,3,17,13,UPI,1
105.09,ATM Withdrawal,21.0,Mobile,Boston,1,88,12,Net Banking,1
49997.8,Bill Payment,3.0,Tablet,Miami,1,109,11,UPI,1
3941.25,Online Purchase,19.0,Mobile,Miami,4,109,8,Debit Card,1
1274.81,Bill Payment,16.0,Mobile,Houston,4,50,14,Credit Card,1
834.5,Online Purchase,17.0,Desktop,Houston,2,76,2,Debit Card,1
49997.8,Bank Transfer,14.0,Tablet,Miami,1,118,1,Debit Card,1
4303.9,Online Purchase,17.0,Mobile,Los Angeles,0,41,9,Credit Card,1
441.9,Online Purchase,7.0,Tablet,New York,4,119,1,Credit Card,1
2997.08,Bank Transfer,17.0,Tablet,Houston,1,112,13,Credit Card,1
402.45,Online Purchase,12.0,Desktop,Boston,2,2,7,Invalid Method,1
4069.97,Bank Transfer,15.0,Tablet,Los Angeles,2,119,10,Debit Card,1
4119.11,ATM Withdrawal,19.0,Tablet,Boston,2,54,6,Debit Card,1
4017.08,ATM Withdrawal,12.0,Mobile,Los Angeles,0,23,9,Debit Card,1
994.01,ATM Withdrawal,16.0,Mobile,Chicago,3,32,8,Net Banking,1
4744.26,ATM Withdrawal,20.0,Desktop,San Francisco,3,59,2,Debit Card,1
4251.08,Bill Payment,7.0,Tablet,Chicago,0,32,5,Credit Card,1
3225.97,ATM Withdrawal,6.0,Tablet,Boston,0,7,9,Credit Card,1
184.22,Online Purchase,11.0,Unknown Device,Houston,4,60,6,Credit Card,1
3754.95,ATM Withdrawal,19.0,Desktop,Chicago,0,38,10,Debit Card,1
2301.54,Online Purchase,19.0,Mobile,Miami,0,77,3,UPI,1
4309.58,Online Purchase,22.0,Desktop,Seattle,0,27,3,Debit Card,1
3713.45,Bill Payment,5.0,Tablet,Boston,4,33,7,Credit Card,1
4328.43,ATM Withdrawal,23.0,Tablet,Boston,0,42,12,Invalid Method,1
1984.97,Bill Payment,22.0,Mobile,Houston,0,44,7,UPI,1
1660.15,Bill Payment,17.0,Mobile,Seattle,3,67,1,Credit Card,1
892.58,Bank Transfer,21.0,Desktop,Houston,3,74,14,UPI,1
1623.58,Bank Transfer,22.0,Tablet,Los Angeles,0,53,11,Credit Card,1
4698.95,ATM Withdrawal,18.0,Mobile,Chicago,4,90,12,Net Banking,1
3384.13,Bill Payment,20.0,Mobile,Miami,4,29,7,Debit Card,1
2658.24,Bank Transfer,11.0,Desktop,New York,0,112,4,UPI,1
1606.91,POS Payment,23.0,Tablet,Chicago,2,10,7,Debit Card,1
4104.71,ATM Withdrawal,15.0,Mobile,Houston,1,60,6,Debit Card,1
567.03,ATM Withdrawal,6.0,Desktop,Boston,0,53,13,Net Banking,1
3228.68,Bank Transfer,11.0,Mobile,Houston,1,81,6,UPI,1
3546.69,Online Purchase,0.0,Desktop,Chicago,1,81,9,Net Banking,1
3467.97,Online Purchase,16.0,Desktop,Houston,0,29,11,Debit Card,1
1797.84,Online Purchase,2.0,Tablet,Los Angeles,1,111,5,Net Banking,1
2516.93,Bill Payment,18.0,Mobile,Houston,1,62,14,Credit Card,1
3844.08,Bank Transfer,0.0,Tablet,Houston,4,64,6,UPI,1
2283.71,Bill Payment,16.0,Desktop,Chicago,3,41,5,Credit Card,1
1730.1,Online Purchase,8.0,Desktop,Chicago,2,41,14,UPI,1
3723.49,POS Payment,11.0,Tablet,Chicago,3,36,1,UPI,1
2056.54,POS Payment,14.0,Desktop,Boston,2,82,14,UPI,1
3985.25,POS Payment,11.0,Tablet,Houston,2,96,2,Net Banking,1
1100.77,Online Purchase,22.0,Unknown Device,Miami,3,90,8,Net Banking,1
2854.31,Bill Payment,13.0,Tablet,Chicago,0,65,4,UPI,1
3184.39,Bank Transfer,1.0,Tablet,Boston,1,21,6,Net Banking,1
1672.94,ATM Withdrawal,21.0,Desktop,Los Angeles,2,111,7,Credit Card,1
667.6,Online Purchase,20.0,Desktop,Seattle,2,119,11,UPI,1
1759.19,Bank Transfer,0.0,Unknown Device,Boston,4,74,1,Debit Card,1
2294.84,Online Purchase,16.0,Tablet,Houston,4,50,7,Credit Card,1
1472.09,Bill Payment,14.0,Desktop,Chicago,0,99,14,Credit Card,1
4812.9,Bill Payment,10.0,Mobile,San Francisco,3,67,1,Credit Card,1
1543.67,Bill Payment,10.0,Desktop,Boston,4,15,14,UPI,1
3598.48,Bank Transfer,20.0,Tablet,San Francisco,0,57,12,UPI,1
149.6,Online Purchase,2.0,Mobile,Los Angeles,2,89,3,Net Banking,1
4980.66,POS Payment,5.0,Desktop,Boston,2,101,11,UPI,1
3852.97,ATM Withdrawal,18.0,Tablet,Chicago,2,30,10,UPI,1
4474.46,Bill Payment,10.0,Desktop,Miami,1,62,8,Credit Card,1
511.09,Bank Transfer,7.0,Mobile,Houston,3,116,14,Net Banking,1
3697.3,ATM Withdrawal,3.0,Mobile,Los Angeles,2,43,4,Net Banking,1
4956.36,Online Purchase,6.0,Tablet,Boston,2,52,6,Credit Card,1
841.51,POS Payment,8.0,Desktop,Boston,0,41,14,UPI,1
4086.42,ATM Withdrawal,3.0,Tablet,Houston,2,88,8,Credit Card,1
3532.3,Bill Payment,10.0,Desktop,Miami,1,65,9,UPI,1
1586.75,ATM Withdrawal,12.0,Tablet,San Francisco,2,96,2,Credit Card,1
4354.61,Online Purchase,23.0,Tablet,New York,0,21,2,Debit Card,1
863.33,Online Purchase,5.0,Desktop,Miami,2,70,1,Net Banking,1
4861.81,Online Purchase,16.0,Tablet,Houston,3,104,13,Debit Card,1
3487.1,Bank Transfer,18.0,Desktop,Boston,1,74,8,Net Banking,1
2787.0,Bill Payment,23.0,Desktop,Chicago,2,84,4,UPI,1
3246.87,ATM Withdrawal,15.0,Mobile,Houston,2,37,5,Credit Card,1
834.14,Online Purchase,13.0,Mobile,Miami,3,115,3,Credit Card,1
1663.4,POS Payment,19.0,Desktop,New York,3,25,1,Debit Card,1
4651.76,Bill Payment,5.0,Mobile,Chicago,1,9,4,UPI,1
3827.25,Bill Payment,13.0,Tablet,Chicago,1,119,10,Debit Card,1
3885.87,POS Payment,3.0,Desktop,Chicago,3,87,9,Debit Card,1
711.08,Bank Transfer,11.0,Tablet,Miami,0,48,3,Debit Card,1
4077.67,Bank Transfer,10.0,Desktop,New York,2,111,11,Debit Card,1
4019.11,Bank Transfer,16.0,Tablet,Seattle,3,99,10,Debit Card,1
3485.4,ATM Withdrawal,6.0,Mobile,Boston,1,65,14,Debit Card,1
4885.36,Bank Transfer,7.0,Tablet,New York,4,115,2,Debit Card,1
3835.46,Bill Payment,23.0,Tablet,San Francisco,2,88,9,Debit Card,1
4166.97,Bank Transfer,13.0,Desktop,Chicago,2,11,10,Net Banking,1
4782.83,POS Payment,6.0,Mobile,Los Angeles,0,64,10,Debit Card,1
4345.24,POS Payment,18.0,Tablet,Houston,4,98,11,Credit Card,1
3738.97,POS Payment,8.0,Desktop,Boston,3,21,7,Credit Card,1
3522.18,Bank Transfer,18.0,Desktop,Chicago,2,31,14,Debit Card,1
2051.64,ATM Withdrawal,12.0,Mobile,Boston,0,20,5,UPI,1
2568.11,ATM Withdrawal,10.0,Desktop,Los Angeles,2,92,8,Net Banking,1
225.02,ATM Withdrawal,11.0,Tablet,Chicago,4,71,6,Net Banking,1
3089.32,ATM Withdrawal,13.0,Mobile,Los Angeles,3,24,6,Credit Card,1
3175.55,Bill Payment,19.0,Tablet,Seattle,3,81,5,Credit Card,1
3691.34,Bill Payment,23.0,Tablet,Houston,0,88,9,UPI,1
1248.97,Online Purchase,10.0,Tablet,Boston,4,117,11,Debit Card,1
905.84,Online Purchase,21.0,Desktop,New York,2,28,7,Net Banking,1
1108.75,Bill Payment,23.0,Desktop,New York,0,34,4,UPI,1
3381.83,ATM Withdrawal,12.0,Desktop,Boston,3,92,9,Net Banking,1
49997.8,Bill Payment,8.0,Mobile,Miami,1,53,11,Net Banking,1
171.8,ATM Withdrawal,14.0,Mobile,Chicago,3,53,1,Net Banking,1
3324.72,Online Purchase,22.0,Unknown Device,Los Angeles,4,94,5,Net Banking,1
1789.06,POS Payment,20.0,Desktop,San Francisco,3,103,9,UPI,1
2848.61,Bank Transfer,13.0,Tablet,Los Angeles,0,57,3,Net Banking,1
3476.32,ATM Withdrawal,11.0,Mobile,Chicago,1,59,10,Credit Card,1
3580.35,Bank Transfer,20.0,Mobile,Boston,1,36,14,Debit Card,1
2012.91,ATM Withdrawal,15.0,Mobile,Boston,0,90,13,Credit Card,1
990.75,Bank Transfer,15.0,Tablet,Houston,1,112,3,Credit Card,1
4687.89,Online Purchase,18.0,Desktop,Chicago,0,63,8,Net Banking,1
3338.21,ATM Withdrawal,15.0,Desktop,Los Angeles,0,112,2,UPI,1
1199.68,Bank Transfer,15.0,Mobile,Boston,2,39,3,Net Banking,1
3149.46,Bill Payment,19.0,Tablet,Miami,2,20,7,UPI,1
1518.94,Online Purchase,20.0,Desktop,Houston,3,43,12,Net Banking,1
4361.32,Bank Transfer,16.0,Mobile,Los Angeles,0,56,13,Credit Card,1
1236.09,Bank Transfer,21.0,Tablet,Seattle,3,73,2,Credit Card,1
3839.25,Bank Transfer,21.0,Tablet,Miami,1,62,2,Credit Card,1
2618.15,Bill Payment,9.0,Mobile,Houston,1,118,7,Debit Card,1
3281.34,POS Payment,14.0,Desktop,Seattle,0,110,2,UPI,1
49997.8,ATM Withdrawal,21.0,Desktop,Miami,2,37,3,Credit Card,1
158.47,Bill Payment,17.0,Mobile,New York,1,97,3,Invalid Method,1
2506.24,POS Payment,23.0,Desktop,Boston,3,117,11,Debit Card,1
1917.91,POS Payment,22.0,Tablet,Houston,4,38,7,Credit Card,1
2468.07,Online Purchase,17.0,Tablet,Chicago,0,117,2,Net Banking,1
3331.82,POS Payment,18.0,Desktop,Houston,3,10,4,Credit Card,1
2600.29,Bank Transfer,18.0,Mobile,Los Angeles,2,1,1,Debit Card,1
4749.47,ATM Withdrawal,8.0,Mobile,Houston,2,35,3,Invalid Method,1
923.1,Bill Payment,12.0,Mobile,Miami,0,76,10,Net Banking,1
1913.29,Bill Payment,9.0,Tablet,Houston,1,62,8,Net Banking,1
1941.85,Bank Transfer,15.0,Desktop,New York,2,95,5,Invalid Method,1
4484.33,Bill Payment,14.0,Mobile,Boston,3,30,2,Net Banking,1
3413.0,Bank Transfer,11.0,Desktop,Houston,4,69,10,Debit Card,1
3009.46,Bill Payment,18.0,Mobile,Miami,3,45,13,UPI,1
3123.42,Online Purchase,9.0,Desktop,Boston,4,97,13,Debit Card,1
3854.31,Bill Payment,21.0,Unknown Device,Los Angeles,4,77,4,Net Banking,1
49997.8,Online Purchase,7.0,Desktop,New York,0,52,5,Credit Card,1
2285.64,POS Payment,19.0,Mobile,New York,1,22,6,Net Banking,1
3295.47,Bill Payment,18.0,Desktop,Seattle,2,102,4,Credit Card,1
3515.26,POS Payment,3.0,Tablet,Boston,0,110,1,Debit Card,1
133.78,Bank Transfer,15.0,Desktop,Miami,4,100,1,Debit Card,1
2538.08,Bill Payment,18.0,Mobile,Los Angeles,4,74,7,UPI,1
4130.66,Online Purchase,7.0,Desktop,New York,0,88,2,UPI,1
4748.57,Bank Transfer,7.0,Mobile,New York,3,79,2,Net Banking,1
2606.78,POS Payment,3.0,Desktop,Miami,2,59,2,Debit Card,1
3911.37,POS Payment,7.0,Unknown Device,Los Angeles,2,88,7,UPI,1
1674.36,Online Purchase,5.0,Mobile,Boston,0,25,2,UPI,1
4771.13,ATM Withdrawal,12.0,Desktop,Miami,3,23,8,Net Banking,1
4333.54,ATM Withdrawal,17.0,Desktop,Los Angeles,0,8,5,Credit Card,1
2533.2,ATM Withdrawal,14.0,Tablet,Chicago,2,32,7,Credit Card,1
608.01,POS Payment,17.0,Tablet,Houston,1,7,11,UPI,1
365.75,ATM Withdrawal,23.0,Desktop,Los Angeles,4,60,9,Net Banking,1
3776.06,Bank Transfer,22.0,Tablet,Miami,0,101,3,Credit Card,1
245.47,Bill Payment,22.0,Mobile,Boston,2,33,12,Net Banking,1
3586.13,ATM Withdrawal,21.0,Mobile,Houston,1,65,7,UPI,1
48.85,Bank Transfer,11.0,Mobile,Houston,2,84,10,UPI,1
1961.51,POS Payment,12.0,Desktop,Los Angeles,0,109,12,Debit Card,1
512.29,POS Payment,16.0,Desktop,New York,3,106,11,Net Banking,1
4250.98,ATM Withdrawal,10.0,Mobile,Boston,2,99,14,UPI,1
414.93,Online Purchase,9.0,Desktop,Houston,0,10,3,Debit Card,1
3631.98,Online Purchase,19.0,Desktop,Seattle,4,87,4,Net Banking,1
525.48,Online Purchase,23.0,Mobile,New York,1,34,12,Net Banking,1
465.11,Bank Transfer,19.0,Desktop,Miami,2,75,8,Net Banking,1
3763.99,Online Purchase,23.0,Mobile,New York,0,68,1,UPI,1
3271.12,ATM Withdrawal,18.0,Desktop,Houston,0,68,1,Debit Card,1
1111.56,Bill Payment,14.0,Desktop,Miami,0,61,6,UPI,1
1804.0,Online Purchase,3.0,Tablet,Boston,0,12,8,Credit Card,1
1654.44,ATM Withdrawal,17.0,Desktop,Seattle,3,101,1,UPI,1
4692.49,POS Payment,7.0,Tablet,Houston,4,34,10,Net Banking,1
4532.79,POS Payment,16.0,Desktop,Boston,0,45,12,Debit Card,1
4631.97,ATM Withdrawal,17.0,Mobile,Houston,3,11,2,UPI,1
3071.87,POS Payment,18.0,Mobile,Boston,1,45,10,Credit Card,1
1251.37,Bank Transfer,16.0,Tablet,Houston,4,14,8,Invalid Method,1
2723.64,Bank Transfer,20.0,Mobile,Houston,3,52,3,Debit Card,1
4010.69,Online Purchase,7.0,Desktop,Boston,0,9,12,UPI,1
3459.38,Bank Transfer,3.0,Tablet,Chicago,3,39,6,Credit Card,1
